frame,state,config_id,reward,steps,time,action,seed,experiment.step_duration,compatibility_mode,experiment.update_freq,environment.zone,filepath,environment,algorithm,lambda,representation.which_tc,epsilon,representation.tilings,representation.tiles,representation.wrap_time,alpha
12,b'IL\x82\xb1s\xfb\xd9A',-8836029800246593030,0.0747632949696873,13,1743638225.1343887,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
13,b'QL\x82\xfcs\xfb\xd9A',-8836029800246593030,-0.014456084801540238,14,1743638525.0772371,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
14,b'ML\x82Gt\xfb\xd9A',-8836029800246593030,0.0010647809424609402,15,1743638827.7057736,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
15,b'\xb6L\x82\x92t\xfb\xd9A',-8836029800246593030,0.006506022338057672,16,1743639125.613248,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
16,b'ML\x82\xddt\xfb\xd9A',-8836029800246593030,-0.017341267797835066,17,1743639427.8322551,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
17,b'\xa9L\x82(u\xfb\xd9A',-8836029800246593030,0.01538662757216508,18,1743639724.4304013,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
18,b'IL\x82su\xfb\xd9A',-8836029800246593030,0.012704972241387323,19,1743640024.6305559,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
19,b'ML\x82\xbeu\xfb\xd9A',-8836029800246593030,-0.015299190903143106,20,1743640324.5131042,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
20,b'ML\x82\tv\xfb\xd9A',-8836029800246593030,-0.001231960528399272,21,1743640624.4281828,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
21,b'IL\x82Tv\xfb\xd9A',-8836029800246593030,0.011261016023662912,22,1743640924.8648975,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
22,b'<L\x82\x9fv\xfb\xd9A',-8836029800246593030,0.0016261565459754273,23,1743641224.698267,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
23,b'UL\x82\xeav\xfb\xd9A',-8836029800246593030,-0.05919877836798728,24,1743641525.8627434,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
24,b'jL\x825w\xfb\xd9A',-8836029800246593030,0.015479742225974825,25,1743641825.7236817,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
25,b'QL\x82\x80w\xfb\xd9A',-8836029800246593030,0.009275330191174581,26,1743642125.832672,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
26,b'<L\x82\xcbw\xfb\xd9A',-8836029800246593030,-0.012753001383285232,27,1743642425.8263273,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
27,b'4L\x82\x16x\xfb\xd9A',-8836029800246593030,0.015151501461436763,28,1743642726.333834,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
28,b'IL\x82ax\xfb\xd9A',-8836029800246593030,-0.03305672356900002,29,1743643026.7422945,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
29,b'\xdbL\x82\xacx\xfb\xd9A',-8836029800246593030,0.0075501584180252025,30,1743643326.3240926,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
30,b'\xe0L\x82\xf7x\xfb\xd9A',-8836029800246593030,-0.0206589410016871,31,1743643626.139238,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
31,b'UL\x82By\xfb\xd9A',-8836029800246593030,0.0030754930952914773,32,1743643926.811126,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
32,b'\xb2L\x82\x8dy\xfb\xd9A',-8836029800246593030,0.010433448957172253,33,1743644227.3102715,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
33,b'\xc2L\x82\xd8y\xfb\xd9A',-8836029800246593030,-0.019055161865888823,34,1743644526.8331006,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
34,b'\xa1L\x82#z\xfb\xd9A',-8836029800246593030,0.07489101371655821,35,1743644825.254269,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
35,b'8L\x82nz\xfb\xd9A',-8836029800246593030,-0.015287489142962716,36,1743645124.8105206,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
36,b'DL\x82\xb9z\xfb\xd9A',-8836029800246593030,0.004647048938927563,37,1743645424.9416456,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
37,b'IL\x82\x04{\xfb\xd9A',-8836029800246593030,-0.009770094324096198,38,1743645724.9602466,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
38,b'\xa1L\x82O{\xfb\xd9A',-8836029800246593030,-0.08048011585762008,39,1743646026.741107,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
39,b'UL\x82\x9a{\xfb\xd9A',-8836029800246593030,0.10663817552649178,40,1743646325.1600652,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
40,b'\xadL\x82\xe5{\xfb\xd9A',-8836029800246593030,-0.0021888694633799936,41,1743646624.6458461,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
41,b'IL\x820|\xfb\xd9A',-8836029800246593030,-0.005384972654270169,42,1743646924.3620853,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
42,b'\xb6L\x82{|\xfb\xd9A',-8836029800246593030,0.009650723969801767,43,1743647224.6152425,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
43,b'YL\x82\xc6|\xfb\xd9A',-8836029800246593030,-0.0010379321301151425,44,1743647524.5903082,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
44,b'\xb6L\x82\x11}\xfb\xd9A',-8836029800246593030,-0.0398454263234341,45,1743647825.8004513,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
45,b'\xadL\x82\\}\xfb\xd9A',-8836029800246593030,-0.024404356944982226,46,1743648125.8883653,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
46,b'\xa5L\x82\xa7}\xfb\xd9A',-8836029800246593030,0.07500316246792933,47,1743648425.6138055,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
0,b'sL\x82-p\xfb\xd9A',-8836029800246593030,0.0034900830605935,1,1743634626.647764,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
1,"b""'L\x82xp\xfb\xd9A""",-8836029800246593030,-0.0004700163101167614,2,1743634925.5884457,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
2,b'\x8cL\x82\xc3p\xfb\xd9A',-8836029800246593030,0.007447182117761311,3,1743635225.2822094,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
3,b'QL\x82\x0eq\xfb\xd9A',-8836029800246593030,0.009718688610559481,4,1743635525.5167794,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
4,b'\xb2L\x82Yq\xfb\xd9A',-8836029800246593030,-0.06375578957564378,5,1743635825.8377192,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
5,b'UL\x82\xa4q\xfb\xd9A',-8836029800246593030,0.0034559750212505105,6,1743636126.6420636,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
6,b'\xbeL\x82\xefq\xfb\xd9A',-8836029800246593030,0.018721192138770836,7,1743636426.9346032,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
7,b'YL\x82:r\xfb\xd9A',-8836029800246593030,-0.03584751473756277,8,1743636726.7444565,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
8,b'<L\x82\x85r\xfb\xd9A',-8836029800246593030,0.013448197847038702,9,1743637027.0289576,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
9,b'DL\x82\xd0r\xfb\xd9A',-8836029800246593030,-0.028865932285509145,10,1743637327.3057828,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
10,b'IL\x82\x1bs\xfb\xd9A',-8836029800246593030,0.011373705343990993,11,1743637626.7729406,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
11,b'sL\x82fs\xfb\xd9A',-8836029800246593030,-0.006265174920931402,12,1743637926.9958162,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
12,b'IL\x82\xb1s\xfb\xd9A',-8836029800246593030,0.0747632949696873,13,1743638225.1343887,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
13,b'QL\x82\xfcs\xfb\xd9A',-8836029800246593030,-0.014456084801540238,14,1743638525.0772371,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
14,b'ML\x82Gt\xfb\xd9A',-8836029800246593030,0.0010647809424609402,15,1743638827.7057736,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
15,b'\xb6L\x82\x92t\xfb\xd9A',-8836029800246593030,0.006506022338057672,16,1743639125.613248,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
16,b'ML\x82\xddt\xfb\xd9A',-8836029800246593030,-0.017341267797835066,17,1743639427.8322551,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
17,b'\xa9L\x82(u\xfb\xd9A',-8836029800246593030,0.01538662757216508,18,1743639724.4304013,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
18,b'IL\x82su\xfb\xd9A',-8836029800246593030,0.012704972241387323,19,1743640024.6305559,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
19,b'ML\x82\xbeu\xfb\xd9A',-8836029800246593030,-0.015299190903143106,20,1743640324.5131042,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
20,b'ML\x82\tv\xfb\xd9A',-8836029800246593030,-0.001231960528399272,21,1743640624.4281828,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
21,b'IL\x82Tv\xfb\xd9A',-8836029800246593030,0.011261016023662912,22,1743640924.8648975,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
22,b'<L\x82\x9fv\xfb\xd9A',-8836029800246593030,0.0016261565459754273,23,1743641224.698267,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
23,b'UL\x82\xeav\xfb\xd9A',-8836029800246593030,-0.05919877836798728,24,1743641525.8627434,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
24,b'jL\x825w\xfb\xd9A',-8836029800246593030,0.015479742225974825,25,1743641825.7236817,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,1,experiments/online/E5/P1/poisson.xlsx,P1,Poisson,,,,,,,
